ID,Age, Income,MaritalSituation,hasKids,EducationalYears,EducationalDegree,Fruits,MeatProduct,FishProduct,SweetProduct,GoldProduct
1451,53,"$63,841.00 ",Alone,Yes,18,Master,15,100,20,7,131
1452,53,"$63,841.00 ",Alone,Yes,18,Master,15,100,20,7,131
1453,53,"$63,841.00 ",Alone,Yes,18,Master,15,100,20,7,131
1454,38,"$27,100.00 ",In couple,Yes,18,Master,0,13,2,0,10
1455,38,"$27,100.00 ",In couple,Yes,18,Master,0,13,2,0,10
1456,45,"$72,309.00 ",Alone,No,18,Master,0,883,50,38,0
1457,62,"$50,664.00 ",Alone,Yes,12,Graduation,8,104,6,4,126
1458,42,"$20,194.00 ",Alone,Yes,5,Basic,4,7,11,10,15
1459,46,"$76,618.00 ",In couple,No,21,PhD,40,294,121,160,147
1460,47,"$45,207.00 ",In couple,Yes,21,PhD,0,10,0,0,2
1461,49,"$56,721.00 ",In couple,Yes,12,Graduation,6,39,6,13,75
1462,55,"$27,038.00 ",Alone,No,12,Graduation,26,25,17,23,15
1463,44,"$23,763.00 ",Alone,Yes,12,Graduation,0,6,6,2,6
1464,46,"$37,085.00 ",In couple,Yes,12,Graduation,1,16,2,0,3
1465,55,"$49,605.00 ",In couple,No,18,Master,16,29,12,20,8
1466,50,"$1,730.00 ",Alone,No,12,Graduation,1,3,1,1,1
1467,26,"$34,824.00 ",Alone,No,12,Graduation,2,11,2,0,4
1468,26,"$34,824.00 ",Alone,No,12,Graduation,2,11,2,0,4
1469,47,"$63,206.00 ",In couple,No,18,Master,8,125,11,8,26
1470,49,"$26,759.00 ",Alone,Yes,12,Graduation,3,16,8,5,2
1471,45,"$55,412.00 ",Alone,Yes,21,PhD,5,28,11,1,8
1472,47,"$33,590.00 ",In couple,Yes,12,Graduation,0,2,0,0,2
1473,50,"$70,886.00 ",In couple,Yes,12,Graduation,70,239,103,88,53
1474,52,"$72,679.00 ",Alone,Yes,12,Graduation,54,260,127,54,54
1475,78,"$65,073.00 ",In couple,No,18,Master,17,177,69,0,8
1476,56,"$44,300.00 ",In couple,Yes,12,Graduation,0,9,0,0,3
1477,68,"$56,129.00 ",In couple,Yes,18,Master,48,133,39,72,48
1478,68,"$56,129.00 ",In couple,Yes,18,Master,48,133,39,72,48
1479,50,"$38,590.00 ",In couple,Yes,12,Graduation,1,8,4,3,3
1480,63,"$53,083.00 ",In couple,Yes,8,2n Cycle,7,33,3,0,13
1481,45,"$79,689.00 ",Alone,No,8,2n Cycle,26,640,180,37,121
1482,55,"$34,704.00 ",Alone,Yes,12,Graduation,0,5,0,1,5
1483,59,"$65,316.00 ",In couple,Yes,12,Graduation,6,92,3,9,38
1484,43,"$41,014.00 ",In couple,Yes,21,PhD,2,6,2,0,3
1485,61,"$19,740.00 ",In couple,Yes,12,Graduation,11,3,10,4,20
1486,42,"$23,724.00 ",In couple,Yes,5,Basic,23,15,0,18,14
1487,52,"$55,212.00 ",In couple,Yes,21,PhD,0,45,0,0,34
1488,52,"$55,212.00 ",In couple,Yes,21,PhD,0,45,0,0,34
1489,66,"$79,800.00 ",Alone,No,12,Graduation,21,530,32,0,224
1490,54,"$70,647.00 ",Alone,Yes,12,Graduation,85,171,25,123,114
1491,47,"$38,410.00 ",In couple,No,21,PhD,64,123,116,64,14
1492,41,"$28,071.00 ",Alone,No,12,Graduation,33,130,41,26,44
1493,52,"$54,803.00 ",Alone,Yes,12,Graduation,0,92,28,27,142
1494,28,"$74,293.00 ",Alone,No,12,Graduation,152,335,93,91,81
1495,28,"$74,293.00 ",Alone,No,12,Graduation,152,335,93,91,81
1496,37,"$35,684.00 ",In couple,Yes,8,2n Cycle,4,7,0,6,3
1497,35,"$34,320.00 ",In couple,Yes,21,PhD,1,9,3,0,0
1498,40,"$41,967.00 ",Alone,Yes,12,Graduation,4,10,0,2,15
1499,45,"$49,681.00 ",In couple,Yes,18,Master,0,26,0,0,21
1500,45,"$49,681.00 ",In couple,Yes,18,Master,0,26,0,0,21
1501,51,"$53,187.00 ",In couple,Yes,12,Graduation,2,30,7,7,10
1502,70,"$86,610.00 ",In couple,No,12,Graduation,107,768,33,196,53
1503,36,"$70,951.00 ",In couple,No,12,Graduation,10,554,254,87,54
1504,51,"$24,206.00 ",Alone,Yes,12,Graduation,2,8,3,2,3
1505,36,"$55,357.00 ",In couple,Yes,12,Graduation,64,116,84,25,64
1506,62,"$58,113.00 ",In couple,Yes,12,Graduation,104,169,102,78,84
1507,37,"$70,643.00 ",In couple,No,21,PhD,107,304,23,143,33
1508,36,"$64,355.00 ",In couple,Yes,21,PhD,0,140,67,38,153
1509,62,"$82,576.00 ",In couple,No,18,Master,55,445,168,18,18
1510,49,"$41,644.00 ",Alone,Yes,21,PhD,3,4,2,0,2
1511,37,"$72,570.00 ",In couple,No,12,Graduation,83,216,151,141,224
1512,56,"$30,630.00 ",Alone,Yes,12,Graduation,1,12,2,0,10
1513,40,"$22,944.00 ",Alone,Yes,18,Master,3,19,4,5,26
1514,50,"$86,979.00 ",Alone,No,21,PhD,100,835,65,83,35
1515,51,,Alone,Yes,12,Graduation,20,172,52,50,20
1516,51,"$82,072.00 ",In couple,No,21,PhD,55,685,168,92,129
1517,48,"$52,034.00 ",Alone,Yes,18,Master,0,93,7,13,73
1518,28,"$72,354.00 ",Alone,No,12,Graduation,26,473,220,12,182
1519,38,"$28,427.00 ",In couple,Yes,12,Graduation,3,19,3,3,6
1520,38,"$28,427.00 ",In couple,Yes,12,Graduation,3,19,3,3,6
1521,52,"$39,858.00 ",Alone,Yes,18,Master,20,25,2,7,26
1522,70,"$67,381.00 ",In couple,Yes,18,Master,8,53,11,0,70
1523,56,"$23,529.00 ",Alone,Yes,5,Basic,7,13,3,2,20
1524,54,"$51,479.00 ",In couple,Yes,12,Graduation,8,160,6,8,65
1525,46,"$76,068.00 ",In couple,Yes,12,Graduation,12,128,33,12,76
1526,67,"$22,507.00 ",Alone,No,12,Graduation,0,226,51,157,68
1527,37,"$52,413.00 ",Alone,Yes,12,Graduation,8,133,56,56,12
1528,64,"$50,116.00 ",In couple,Yes,12,Graduation,0,10,0,0,2
1529,59,"$76,624.00 ",Alone,Yes,12,Graduation,106,147,54,115,66
1530,68,"$34,587.00 ",In couple,Yes,12,Graduation,2,9,2,0,2
1531,75,"$62,159.00 ",Alone,No,21,PhD,17,259,77,70,29
1532,56,"$66,294.00 ",Alone,No,12,Graduation,108,334,65,92,117
1533,71,"$5,648.00 ",In couple,Yes,21,PhD,0,6,1,1,13
1534,37,"$37,235.00 ",In couple,Yes,12,Graduation,2,9,4,6,20
1535,57,"$85,620.00 ",Alone,No,12,Graduation,46,925,60,107,46
1536,37,"$23,976.00 ",In couple,Yes,12,Graduation,1,21,2,3,25
1537,34,"$41,020.00 ",Alone,No,18,Master,1,54,7,7,36
1538,37,"$36,108.00 ",Alone,Yes,12,Graduation,8,129,3,11,47
1539,70,"$57,530.00 ",Alone,Yes,18,Master,1,27,6,7,1
1540,57,"$62,905.00 ",In couple,Yes,8,2n Cycle,75,96,119,107,59
1541,76,"$65,846.00 ",In couple,No,21,PhD,81,276,80,40,81
1542,44,"$34,380.00 ",In couple,Yes,12,Graduation,7,58,13,1,24
1543,57,"$41,638.00 ",Alone,Yes,12,Graduation,0,31,4,0,91
1544,29,"$63,207.00 ",In couple,No,12,Graduation,169,565,91,169,70
1545,71,"$28,320.00 ",In couple,Yes,12,Graduation,1,14,3,2,4
1546,64,"$43,140.00 ",In couple,Yes,12,Graduation,8,76,6,0,11
1547,50,"$52,531.00 ",In couple,No,12,Graduation,112,151,51,72,125
1548,44,"$40,246.00 ",Alone,Yes,12,Graduation,1,6,2,1,1
1549,37,"$35,196.00 ",In couple,Yes,12,Graduation,12,141,43,39,187
1550,37,"$35,196.00 ",In couple,Yes,12,Graduation,12,141,43,39,187
1551,36,"$70,596.00 ",Alone,No,12,Graduation,44,534,17,0,26
1552,36,"$70,596.00 ",Alone,No,12,Graduation,44,534,17,0,26
1553,59,"$52,597.00 ",Alone,Yes,21,PhD,0,37,7,0,42
1554,49,"$42,394.00 ",Alone,Yes,18,Master,2,10,0,1,4
1555,52,"$81,657.00 ",Alone,No,12,Graduation,40,425,158,60,50
1556,61,"$49,154.00 ",In couple,Yes,21,PhD,10,67,30,27,71
1557,69,"$34,074.00 ",In couple,Yes,12,Graduation,1,41,10,1,67
1558,32,,In couple,No,12,Graduation,138,461,60,30,61
1559,66,"$70,638.00 ",Alone,No,18,Master,12,215,16,12,63
1560,43,"$38,136.00 ",In couple,Yes,12,Graduation,15,27,0,20,33
1561,48,"$67,432.00 ",In couple,Yes,12,Graduation,79,341,177,136,170
1562,70,"$40,689.00 ",In couple,Yes,12,Graduation,3,27,39,6,99
1563,70,"$40,689.00 ",In couple,Yes,12,Graduation,3,27,39,6,99
1564,38,"$101,970.00 ",Alone,No,12,Graduation,27,102,44,72,168
1565,49,"$44,325.00 ",In couple,Yes,21,PhD,0,21,0,0,5
1566,73,"$61,467.00 ",In couple,Yes,21,PhD,16,114,0,5,49
1567,46,"$48,178.00 ",In couple,Yes,12,Graduation,4,45,6,2,38
1568,41,"$16,005.00 ",In couple,Yes,5,Basic,3,2,20,30,47
1569,48,"$79,593.00 ",In couple,No,12,Graduation,60,568,110,133,145
1570,48,"$79,593.00 ",In couple,No,12,Graduation,60,568,110,133,145
1571,62,"$61,180.00 ",In couple,Yes,12,Graduation,24,29,6,24,218
1572,32,"$64,449.00 ",Alone,Yes,12,Graduation,63,282,137,35,70
1573,58,"$77,437.00 ",In couple,No,12,Graduation,21,442,29,44,29
1574,45,"$17,649.00 ",In couple,Yes,12,Graduation,1,23,0,5,1
1575,67,"$53,103.00 ",In couple,Yes,12,Graduation,17,133,11,0,195
1576,50,"$71,819.00 ",In couple,Yes,12,Graduation,28,140,0,14,168
1577,50,"$74,290.00 ",Alone,Yes,18,Master,0,72,0,12,12
1578,70,"$72,282.00 ",Alone,No,12,Graduation,27,419,90,139,153
1579,70,"$47,352.00 ",In couple,Yes,18,Master,12,112,8,0,15
1580,70,"$47,352.00 ",In couple,Yes,18,Master,12,112,8,0,15
1581,60,"$46,524.00 ",Alone,Yes,12,Graduation,19,35,26,14,52
1582,45,"$50,200.00 ",In couple,Yes,12,Graduation,6,51,8,6,64
1583,31,"$18,222.00 ",In couple,No,12,Graduation,4,19,12,6,14
1584,69,"$77,610.00 ",In couple,Yes,21,PhD,33,332,21,33,16
1585,51,"$38,097.00 ",In couple,Yes,21,PhD,2,35,0,1,69
1586,53,"$44,377.00 ",In couple,Yes,21,PhD,0,30,0,0,10
1587,40,"$58,684.00 ",Alone,No,12,Graduation,35,179,28,7,85
1588,56,"$66,480.00 ",In couple,Yes,12,Graduation,9,57,20,21,6
1589,69,"$49,638.00 ",Alone,Yes,12,Graduation,10,3,3,5,0
1590,71,"$50,616.00 ",In couple,Yes,21,PhD,2,25,0,1,9
1591,54,"$26,642.00 ",Alone,Yes,21,PhD,2,15,2,2,8
1592,35,"$33,235.00 ",In couple,Yes,12,Graduation,0,16,2,1,6
1593,52,"$23,228.00 ",In couple,Yes,12,Graduation,2,18,6,1,0
1594,62,"$36,732.00 ",In couple,Yes,21,PhD,5,3,10,1,7
1595,75,"$82,657.00 ",In couple,No,12,Graduation,168,672,246,105,126
1596,57,"$64,140.00 ",Alone,Yes,21,PhD,0,61,0,15,215
1597,47,"$44,392.00 ",In couple,Yes,12,Graduation,5,71,7,12,29
1598,31,"$16,185.00 ",Alone,Yes,5,Basic,11,16,21,8,45
1599,43,"$38,702.00 ",In couple,Yes,8,2n Cycle,11,24,13,8,40
1600,58,"$54,072.00 ",In couple,Yes,21,PhD,0,4,0,0,0
1601,34,"$61,787.00 ",Alone,No,18,Master,73,414,78,48,85
1602,29,"$34,935.00 ",In couple,No,12,Graduation,4,66,3,10,20
1603,29,"$34,935.00 ",In couple,No,12,Graduation,4,66,3,10,20
1604,71,"$59,292.00 ",In couple,Yes,21,PhD,14,68,19,14,14
1605,71,"$59,292.00 ",In couple,Yes,21,PhD,14,68,19,14,14
1606,66,"$57,959.00 ",Alone,Yes,12,Graduation,16,322,43,24,33
1607,38,"$92,491.00 ",In couple,No,21,PhD,44,935,29,25,22
1608,37,"$42,207.00 ",In couple,Yes,18,Master,11,72,3,17,46
1609,65,"$46,984.00 ",Alone,Yes,12,Graduation,1,10,2,1,8
1610,34,"$23,442.00 ",Alone,Yes,12,Graduation,0,6,8,6,5
1611,58,"$46,757.00 ",Alone,Yes,21,PhD,30,163,0,51,122
1612,41,"$14,515.00 ",In couple,Yes,8,2n Cycle,4,9,6,36,35
1613,35,"$80,910.00 ",Alone,No,8,2n Cycle,80,369,67,39,41
1614,42,"$30,545.00 ",In couple,Yes,12,Graduation,12,15,19,7,12
1615,51,"$44,802.00 ",Alone,No,18,Master,10,143,13,10,20
1616,45,"$79,941.00 ",Alone,No,12,Graduation,164,266,227,30,174
1617,52,"$79,734.00 ",In couple,No,18,Master,8,232,23,62,17
1618,44,"$50,353.00 ",In couple,No,18,Master,15,153,67,31,35
1619,65,"$77,376.00 ",In couple,Yes,21,PhD,19,110,16,12,12
1620,49,"$78,075.00 ",In couple,No,21,PhD,8,259,34,35,80
1621,45,"$42,473.00 ",Alone,Yes,21,PhD,1,21,0,4,25
1622,33,"$25,008.00 ",Alone,Yes,12,Graduation,8,8,6,1,9
1623,73,"$56,223.00 ",In couple,Yes,21,PhD,28,31,16,0,4
1624,41,"$47,850.00 ",In couple,Yes,12,Graduation,7,43,20,12,10
1625,35,"$91,820.00 ",In couple,No,21,PhD,73,747,76,161,30
1626,56,"$40,637.00 ",Alone,Yes,21,PhD,0,13,0,0,3
1627,62,"$23,295.00 ",Alone,No,12,Graduation,0,1,2,12,5
1628,69,"$84,574.00 ",Alone,No,12,Graduation,20,713,38,54,163
1629,52,"$54,165.00 ",In couple,No,12,Graduation,4,73,15,6,11
1630,40,"$28,510.00 ",Alone,Yes,12,Graduation,5,19,0,4,19
1631,65,"$67,131.00 ",In couple,Yes,12,Graduation,71,250,93,35,62
1632,52,"$56,242.00 ",In couple,Yes,21,PhD,8,167,11,8,88
1633,38,"$86,580.00 ",In couple,No,21,PhD,21,127,26,20,20
1634,66,"$76,005.00 ",In couple,No,12,Graduation,20,389,240,50,40
1635,59,"$54,693.00 ",In couple,Yes,21,PhD,17,142,23,26,35
1636,66,"$52,750.00 ",In couple,Yes,18,Master,0,239,90,69,69
1637,53,"$36,997.00 ",Alone,Yes,12,Graduation,4,12,8,0,27
1638,56,"$34,230.00 ",In couple,Yes,21,PhD,0,4,0,0,2
1639,61,"$47,916.00 ",Alone,Yes,12,Graduation,0,26,0,0,75
1640,42,"$60,839.00 ",In couple,Yes,8,2n Cycle,21,128,223,150,128
1641,49,"$79,930.00 ",In couple,No,21,PhD,86,740,67,51,17
1642,51,"$55,158.00 ",In couple,Yes,21,PhD,0,87,4,11,23
1643,63,"$85,485.00 ",Alone,No,8,2n Cycle,26,611,44,18,54
1644,78,"$75,865.00 ",In couple,No,21,PhD,0,591,156,0,12
1645,56,"$44,375.00 ",In couple,Yes,12,Graduation,5,28,7,7,41
1646,50,"$60,504.00 ",Alone,Yes,21,PhD,0,24,6,4,34
1647,62,"$65,492.00 ",In couple,No,12,Graduation,161,295,210,85,47
1648,41,"$67,506.00 ",Alone,Yes,8,2n Cycle,38,67,33,36,67
1649,62,"$68,805.00 ",Alone,Yes,21,PhD,2,49,17,13,20
1650,51,"$61,209.00 ",Alone,No,12,Graduation,0,224,119,49,99
1651,54,"$66,825.00 ",In couple,No,12,Graduation,101,405,29,40,40
1652,38,"$87,188.00 ",Alone,No,21,PhD,111,724,49,74,55
1653,68,"$84,953.00 ",Alone,No,18,Master,48,602,63,72,72
1654,67,"$74,637.00 ",Alone,No,21,PhD,64,464,146,0,16
1655,59,"$86,111.00 ",In couple,No,12,Graduation,28,756,36,40,126
1656,74,"$77,632.00 ",In couple,No,18,Master,105,758,0,42,147
1657,48,"$31,814.00 ",In couple,Yes,12,Graduation,3,20,4,1,20
1658,49,"$70,116.00 ",In couple,No,21,PhD,44,603,95,58,29
1659,52,"$48,240.00 ",Alone,No,21,PhD,91,248,64,49,41
1660,36,"$40,101.00 ",In couple,Yes,18,Master,3,129,26,24,62
1661,68,"$70,503.00 ",In couple,No,12,Graduation,33,216,0,33,66
1662,46,"$79,205.00 ",In couple,No,12,Graduation,23,117,179,28,44
1663,41,"$51,766.00 ",Alone,Yes,12,Graduation,51,87,6,20,51
1664,41,"$62,994.00 ",In couple,Yes,12,Graduation,12,48,4,12,12
1665,47,"$65,640.00 ",In couple,Yes,21,PhD,7,149,20,15,66
1666,52,"$38,361.00 ",In couple,Yes,12,Graduation,0,56,20,8,14
1667,52,"$38,361.00 ",In couple,Yes,12,Graduation,0,56,20,8,14
1668,36,"$19,986.00 ",In couple,Yes,12,Graduation,6,5,0,2,6
1669,36,"$19,986.00 ",In couple,Yes,12,Graduation,6,5,0,2,6
1670,36,"$72,903.00 ",Alone,No,12,Graduation,138,750,0,19,39
1671,73,"$45,072.00 ",Alone,Yes,21,PhD,2,99,7,2,30
1672,54,"$59,062.00 ",In couple,Yes,21,PhD,1,12,3,0,9
1673,60,"$61,794.00 ",In couple,Yes,18,Master,47,188,54,47,11
1674,56,"$45,143.00 ",In couple,Yes,18,Master,5,74,11,5,14
1675,56,"$45,143.00 ",In couple,Yes,18,Master,5,74,11,5,14
1676,52,"$26,877.00 ",Alone,No,18,Master,13,76,20,18,40
1677,56,"$36,921.00 ",Alone,Yes,21,PhD,1,12,3,1,4
1678,65,"$54,342.00 ",In couple,Yes,8,2n Cycle,10,34,11,10,28
1679,52,"$62,772.00 ",Alone,Yes,18,Master,49,157,43,8,108
1680,62,"$75,032.00 ",In couple,Yes,21,PhD,12,180,47,12,12
1681,58,"$22,419.00 ",In couple,No,12,Graduation,3,47,19,21,42
1682,58,"$22,419.00 ",In couple,No,12,Graduation,3,47,19,21,42
1683,43,"$36,550.00 ",In couple,Yes,8,2n Cycle,90,94,123,103,120
1684,68,"$75,027.00 ",In couple,Yes,12,Graduation,64,179,133,12,77
1685,47,"$63,159.00 ",Alone,No,21,PhD,34,586,89,86,37
1686,48,"$54,108.00 ",In couple,Yes,18,Master,6,91,8,6,97
1687,69,"$81,795.00 ",In couple,No,12,Graduation,132,693,27,118,88
1688,56,"$59,594.00 ",In couple,Yes,12,Graduation,4,29,0,0,9
1689,39,"$18,492.00 ",In couple,Yes,18,Master,2,2,2,1,1
1690,63,"$94,472.00 ",Alone,Yes,12,Graduation,33,417,108,100,16
1691,42,"$70,337.00 ",Alone,No,12,Graduation,81,149,25,43,91
1692,48,"$34,853.00 ",Alone,Yes,12,Graduation,3,15,2,3,2
1693,78,,Alone,No,18,Master,126,490,164,126,126
1694,37,"$16,269.00 ",Alone,Yes,21,PhD,3,18,3,1,0
1695,39,"$50,272.00 ",In couple,Yes,12,Graduation,13,66,43,8,4
1696,50,"$22,804.00 ",Alone,Yes,12,Graduation,1,7,2,1,1
1697,50,"$22,804.00 ",Alone,Yes,12,Graduation,1,7,2,1,1
1698,47,"$30,631.00 ",In couple,Yes,12,Graduation,6,20,4,5,20
1699,55,"$78,420.00 ",Alone,No,21,PhD,28,674,91,28,28
1700,41,"$81,741.00 ",Alone,No,12,Graduation,153,940,58,134,38
1701,50,"$25,721.00 ",In couple,Yes,12,Graduation,3,6,3,6,15
1702,49,"$31,907.00 ",Alone,No,12,Graduation,87,64,175,16,74
1703,59,"$37,859.00 ",Alone,Yes,12,Graduation,1,8,2,1,2
1704,49,"$30,261.00 ",In couple,Yes,12,Graduation,0,5,0,3,6
1705,42,"$21,645.00 ",In couple,Yes,12,Graduation,0,23,4,5,19
1706,43,"$21,282.00 ",Alone,Yes,8,2n Cycle,5,8,4,8,20
1707,67,"$32,144.00 ",In couple,Yes,12,Graduation,0,10,0,0,3
1708,67,"$62,637.00 ",Alone,Yes,18,Master,12,48,4,12,5
1709,50,"$16,626.00 ",In couple,Yes,12,Graduation,3,22,21,1,13
1710,50,"$54,690.00 ",In couple,Yes,8,2n Cycle,16,37,7,9,18
1711,50,"$54,690.00 ",In couple,Yes,8,2n Cycle,16,37,7,9,18
1712,66,"$61,284.00 ",Alone,No,21,PhD,15,106,20,7,45
1713,45,"$23,718.00 ",In couple,Yes,8,2n Cycle,3,14,15,7,36
1714,59,"$33,419.00 ",Alone,Yes,21,PhD,0,12,0,0,18
1715,38,"$82,025.00 ",Alone,No,12,Graduation,98,606,48,70,98
1716,63,"$15,056.00 ",Alone,Yes,5,Basic,12,3,21,6,40
1717,63,"$48,192.00 ",In couple,No,12,Graduation,43,204,153,58,29
1718,54,"$67,309.00 ",In couple,Yes,8,2n Cycle,47,181,149,95,95
1719,64,"$66,033.00 ",Alone,Yes,12,Graduation,35,179,46,59,65
1720,44,"$28,769.00 ",Alone,Yes,12,Graduation,5,129,10,3,3
1721,64,"$6,835.00 ",In couple,Yes,21,PhD,2,12,2,2,12
1722,35,"$32,880.00 ",In couple,Yes,12,Graduation,4,15,7,6,2
1723,39,"$23,616.00 ",Alone,Yes,8,2n Cycle,22,11,3,7,32
1724,40,"$19,419.00 ",In couple,Yes,12,Graduation,14,28,16,3,7
1725,48,"$34,961.00 ",In couple,Yes,12,Graduation,2,26,4,1,1
1726,45,"$64,892.00 ",Alone,Yes,12,Graduation,24,230,32,24,65
1727,33,"$16,248.00 ",In couple,Yes,8,2n Cycle,11,10,3,12,9
1728,38,"$43,776.00 ",In couple,Yes,12,Graduation,0,9,2,1,3
1729,54,"$52,074.00 ",Alone,Yes,12,Graduation,0,12,0,0,48
1730,61,"$22,123.00 ",Alone,No,5,Basic,3,24,34,7,31
1731,43,"$35,544.00 ",Alone,Yes,18,Master,5,23,4,1,4
1732,32,"$59,060.00 ",In couple,Yes,8,2n Cycle,40,111,36,40,12
1733,45,"$65,665.00 ",In couple,Yes,12,Graduation,162,387,106,36,29
1734,50,"$29,819.00 ",Alone,Yes,12,Graduation,1,24,2,1,2
1735,32,"$81,217.00 ",Alone,No,12,Graduation,70,324,146,40,84
1736,32,"$81,217.00 ",Alone,No,12,Graduation,70,324,146,40,84
1737,31,"$26,095.00 ",Alone,Yes,12,Graduation,7,9,3,1,11
1738,51,"$65,706.00 ",Alone,No,8,2n Cycle,10,129,13,0,129
1739,45,"$31,859.00 ",Alone,Yes,12,Graduation,1,3,8,0,5
1740,80,"$93,027.00 ",In couple,No,21,PhD,42,716,55,0,21
1741,51,"$58,710.00 ",Alone,Yes,12,Graduation,81,368,0,122,174
1742,55,"$49,618.00 ",In couple,Yes,18,Master,3,26,4,2,14
1743,57,"$58,308.00 ",Alone,Yes,18,Master,0,69,10,0,130
1744,57,"$40,800.00 ",In couple,Yes,12,Graduation,0,27,8,30,10
1745,62,"$18,690.00 ",In couple,No,12,Graduation,1,7,23,4,19
1746,62,"$18,690.00 ",In couple,No,12,Graduation,1,7,23,4,19
1747,62,"$18,690.00 ",In couple,No,12,Graduation,1,7,23,4,19
1748,63,"$28,087.00 ",In couple,Yes,12,Graduation,8,17,13,0,21
1749,54,"$75,702.00 ",In couple,Yes,12,Graduation,28,353,45,42,30
1750,50,"$32,892.00 ",In couple,Yes,21,PhD,0,15,2,1,2
1751,50,"$32,892.00 ",In couple,Yes,21,PhD,0,15,2,1,2
1752,62,"$89,120.00 ",In couple,No,18,Master,92,408,72,129,55
1753,60,"$27,116.00 ",In couple,Yes,12,Graduation,1,21,2,2,3
1754,32,"$46,107.00 ",Alone,Yes,12,Graduation,9,27,16,9,33
1755,48,"$54,466.00 ",Alone,Yes,21,PhD,0,4,0,0,0
1756,56,"$59,686.00 ",Alone,Yes,12,Graduation,15,89,34,42,5
1757,71,"$82,460.00 ",Alone,No,12,Graduation,47,573,52,32,15
1758,61,"$76,045.00 ",Alone,No,21,PhD,53,400,17,93,0
1759,46,"$83,829.00 ",Alone,No,12,Graduation,161,430,186,161,27
1760,46,"$83,829.00 ",Alone,No,12,Graduation,161,430,186,161,27
1761,53,"$32,889.00 ",In couple,Yes,18,Master,0,13,4,2,8
1762,42,"$33,462.00 ",Alone,Yes,18,Master,3,18,0,0,11
1763,46,"$36,627.00 ",Alone,Yes,12,Graduation,1,5,0,0,1
1764,39,"$28,718.00 ",In couple,Yes,12,Graduation,4,6,11,8,16
1765,49,"$77,981.00 ",In couple,Yes,12,Graduation,120,204,16,126,60
1766,65,"$60,230.00 ",Alone,Yes,12,Graduation,20,367,39,81,40
1767,52,"$74,918.00 ",In couple,No,12,Graduation,59,913,25,19,59
1768,68,"$40,464.00 ",Alone,Yes,12,Graduation,17,118,7,23,41
1769,65,"$64,857.00 ",Alone,No,18,Master,14,717,210,0,43
1770,65,"$64,857.00 ",Alone,No,18,Master,14,717,210,0,43
1771,61,"$63,381.00 ",In couple,Yes,12,Graduation,50,142,33,50,159
1772,61,"$63,381.00 ",In couple,Yes,12,Graduation,50,142,33,50,159
1773,39,"$66,664.00 ",In couple,No,8,2n Cycle,96,447,220,96,32
1774,39,"$66,664.00 ",In couple,No,8,2n Cycle,96,447,220,96,32
1775,55,"$86,358.00 ",Alone,Yes,12,Graduation,47,494,82,47,95
1776,44,"$41,443.00 ",In couple,Yes,12,Graduation,7,171,25,19,89
1777,60,"$57,072.00 ",In couple,Yes,21,PhD,0,60,0,0,30
1778,54,"$54,178.00 ",In couple,Yes,12,Graduation,9,39,4,0,7
1779,71,"$48,767.00 ",Alone,Yes,21,PhD,1,21,3,0,10
1780,66,"$51,124.00 ",Alone,Yes,18,Master,1,11,0,1,4
1781,51,"$43,020.00 ",Alone,Yes,12,Graduation,7,99,4,25,43
1782,58,"$49,980.00 ",Alone,Yes,12,Graduation,1,54,13,9,14
1783,66,"$72,906.00 ",Alone,No,12,Graduation,32,519,71,75,54
1784,45,"$25,176.00 ",In couple,Yes,8,2n Cycle,0,4,0,0,5
1785,44,"$96,876.00 ",In couple,No,12,Graduation,43,735,40,194,21
1786,42,"$31,086.00 ",In couple,Yes,8,2n Cycle,2,11,3,0,16
1787,38,"$24,072.00 ",Alone,Yes,12,Graduation,1,6,3,0,4
1788,67,"$76,773.00 ",Alone,No,12,Graduation,56,449,86,33,16
1789,56,"$72,190.00 ",In couple,No,12,Graduation,166,597,172,166,249
1790,73,"$83,837.00 ",In couple,No,21,PhD,66,119,86,89,111
1791,43,"$17,345.00 ",In couple,Yes,12,Graduation,9,16,17,0,12
1792,63,"$75,154.00 ",Alone,Yes,18,Master,10,205,160,143,82
1793,60,"$28,249.00 ",In couple,No,5,Basic,9,7,2,14,10
1794,60,"$28,249.00 ",In couple,No,5,Basic,9,7,2,14,10
1795,41,"$69,661.00 ",In couple,No,18,Master,16,106,32,16,8
1796,42,"$27,922.00 ",In couple,Yes,21,PhD,0,13,2,4,11
1797,55,"$45,903.00 ",In couple,Yes,18,Master,8,10,2,10,3
1798,44,"$36,273.00 ",Alone,Yes,18,Master,3,30,3,2,9
1799,53,"$70,777.00 ",In couple,Yes,18,Master,35,113,0,7,78
1800,45,"$17,148.00 ",In couple,Yes,12,Graduation,9,11,13,10,16
1801,52,"$66,476.00 ",In couple,Yes,18,Master,28,152,25,9,57
1802,42,"$45,057.00 ",In couple,Yes,18,Master,0,7,3,0,3
1803,53,"$41,120.00 ",In couple,Yes,12,Graduation,2,23,0,8,24
1804,62,,Alone,No,21,PhD,11,50,3,2,39
1805,35,"$19,485.00 ",Alone,Yes,18,Master,0,4,0,0,0
1806,38,"$21,840.00 ",In couple,Yes,21,PhD,0,9,0,0,1
1807,36,"$41,473.00 ",Alone,Yes,8,2n Cycle,8,20,15,3,9
1808,65,"$31,395.00 ",Alone,Yes,8,2n Cycle,1,25,0,8,7
